ProcessLevel	ProcessID	ProcessName	Symbol	Parent_processName
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	C9	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CD46	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CD55	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CD55B	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CD59B	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFB	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFD	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFH	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFHR1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFHR2	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFHR3	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFHR4	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFHR5	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFI	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CFP	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	COLEC11	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CPB2	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CR1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	CR2	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F10	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F11	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F12	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F2	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F2RL1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F3	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F5	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F7	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F8	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	F9	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	FCN2	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	FCN3	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	FCNB	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	FGB	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	HC	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	HP	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	ITGA2B	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	KLKB1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	LBP	E_m_p_t_y
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	MASP1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	MASP2	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	MBL2	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	ORM1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	ORM2	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	PF4	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	PIGA	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	PLG	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	PROC	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	PROCR	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	PROS1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	PTX3	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SAA1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SAA2	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPINA10	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPINA1A	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPINA1B	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPINA1C	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPINA1D	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPINA1E	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPINA5	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPINC1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPIND1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	SERPING1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	TFPI	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	THBD	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	TTR	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	VKORC1	Molecular Biology of the Cell
1	MBCO:0000012	Coagulation, fibrinolysis, complement system and blood protein dynamics	VWF	Molecular Biology of the Cell
3	MBCO:0000247	Cobalamin metabolism	ABCD4	Metabolism of water-soluble vitamins
3	MBCO:0000247	Cobalamin metabolism	LMBRD1	Metabolism of water-soluble vitamins
3	MBCO:0000247	Cobalamin metabolism	MMAB	Metabolism of water-soluble vitamins
3	MBCO:0000247	Cobalamin metabolism	MMACHC	Metabolism of water-soluble vitamins
3	MBCO:0000247	Cobalamin metabolism	MMADHC	Metabolism of water-soluble vitamins
3	MBCO:0000247	Cobalamin metabolism	MTRR	Metabolism of water-soluble vitamins
3	MBCO:0000247	Cobalamin metabolism	TCN1	Metabolism of water-soluble vitamins
2	MBCO:0000053	Collagen biosynthesis	COL11A1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL11A2	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL12A1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL14A1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL19A1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL1A1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL1A2	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL2A1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL3A1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL5A1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL5A2	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL5A3	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL9A1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL9A2	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	COL9A3	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	FMOD	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	FURIN	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	LARP6	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	LOX	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	LOXL1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	MATN3	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	MMP13	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	P3H1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	P4HA1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	P4HA2	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	P4HB	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	PCOLCE	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	PCOLCE2	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	PEPD	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	PLOD1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	PLOD2	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	PPIB	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	PXDN	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	SERPINH1	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	SLC23A2	Extracellular matrix homeostasis
2	MBCO:0000053	Collagen biosynthesis	TGM2	Extracellular matrix homeostasis
3	MBCO:0000248	Collagen fiber crosslinking	LOX	Collagen biosynthesis
3	MBCO:0000248	Collagen fiber crosslinking	LOXL1	Collagen biosynthesis
3	MBCO:0000248	Collagen fiber crosslinking	PLOD1	Collagen biosynthesis
3	MBCO:0000248	Collagen fiber crosslinking	PXDN	Collagen biosynthesis
3	MBCO:0000248	Collagen fiber crosslinking	TGM2	Collagen biosynthesis
3	MBCO:0000249	Collagen fibril organization by fibril-associated bridges	COL12A1	Collagen biosynthesis
3	MBCO:0000249	Collagen fibril organization by fibril-associated bridges	COL14A1	Collagen biosynthesis
3	MBCO:0000249	Collagen fibril organization by fibril-associated bridges	COL19A1	Collagen biosynthesis
3	MBCO:0000249	Collagen fibril organization by fibril-associated bridges	COL9A1	Collagen biosynthesis
3	MBCO:0000249	Collagen fibril organization by fibril-associated bridges	COL9A2	Collagen biosynthesis
3	MBCO:0000249	Collagen fibril organization by fibril-associated bridges	COL9A3	Collagen biosynthesis
4	MBCO:0000697	Common coagulation pathway	F10	E_m_p_t_y
4	MBCO:0000697	Common coagulation pathway	F2	Coagulation cascade
4	MBCO:0000697	Common coagulation pathway	SERPINC1	E_m_p_t_y
2	MBCO:0000054	Complement pathway and regulation	ARMS2	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C1QA	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C1QB	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C1QC	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C1RA	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C1RB	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C1S1	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C1S2	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C2	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C3	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C4A	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C4B	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C6	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	C9	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CD46	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CD55	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CD55B	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CD59B	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFB	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFD	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFH	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFHR1	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFHR2	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFHR3	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFHR4	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFHR5	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFI	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CFP	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	COLEC11	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CR1	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	CR2	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	FCN2	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	FCN3	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	FCNB	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	HC	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	MASP1	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	MASP2	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	MBL2	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	PIGA	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	PTX3	Coagulation, fibrinolysis, complement system and blood protein dynamics
2	MBCO:0000054	Complement pathway and regulation	SERPING1	Coagulation, fibrinolysis, complement system and blood protein dynamics
3	MBCO:0000250	Connection of muscle sarcomere to extracellular matrix	AGRN	Myofibril formation and organization
3	MBCO:0000250	Connection of muscle sarcomere to extracellular matrix	DAG1	Myofibril formation and organization
3	MBCO:0000250	Connection of muscle sarcomere to extracellular matrix	DMD	Myofibril formation and organization
3	MBCO:0000250	Connection of muscle sarcomere to extracellular matrix	DTNA	Myofibril formation and organization
3	MBCO:0000250	Connection of muscle sarcomere to extracellular matrix	DTNB	Myofibril formation and organization
3	MBCO:0000250	Connection of muscle sarcomere to extracellular matrix	SGCD	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	ANK3	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	DES	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	ILK	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	LIMS1	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	LIMS2	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	SYNM	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	TLN1	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	TLN2	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	UTRN	Myofibril formation and organization
3	MBCO:0000251	Connection of muscle sarcomere to plasma membrane	VCL	Myofibril formation and organization
3	MBCO:0000253	Contractile ring constriction	ANLN	Cytokinesis
3	MBCO:0000253	Contractile ring constriction	CDC42	Cytokinesis
3	MBCO:0000253	Contractile ring constriction	ECT2	Cytokinesis
3	MBCO:0000253	Contractile ring constriction	MYH14	Cytokinesis
3	MBCO:0000253	Contractile ring constriction	MYLK	Cytokinesis
3	MBCO:0000254	Contractile ring formation	EZR	Cytokinesis
3	MBCO:0000254	Contractile ring formation	FBXW7	Cytokinesis
3	MBCO:0000254	Contractile ring formation	MYH14	Cytokinesis
3	MBCO:0000254	Contractile ring formation	RACGAP1	Cytokinesis
3	MBCO:0000254	Contractile ring formation	RDX	Cytokinesis
2	MBCO:0000055	Control of postsynaptic potential	ACHE	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	AGRN	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	AKAP5	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	ARHGEF9	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	BCHE	E_m_p_t_y
2	MBCO:0000055	Control of postsynaptic potential	CACNA1E	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	CACNG2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	CALB2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	CHRNA1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	DLG1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	DLG3	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	DLG4	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	DLGAP1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	DOK7	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	DRD1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	DRD2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	DRD4	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	FMR1NB	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GABARAP	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GABRA1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GABRB2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GABRG2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GLRA1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GLRA2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GLRA3	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GLRB	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GPHN	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRASP	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIA1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIA2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRID2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRID2IP	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIK5	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIN1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIN2A	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIN2B	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIN2D	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIN3A	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIP1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	GRIP2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	HOMER1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	HOMER2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	HTR1A	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	HTR2A	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	HTR7	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	HTT	E_m_p_t_y
2	MBCO:0000055	Control of postsynaptic potential	KCNN3	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	MUSK	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	NLGN1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	NPTX2	E_m_p_t_y
2	MBCO:0000055	Control of postsynaptic potential	NPTXR	E_m_p_t_y
2	MBCO:0000055	Control of postsynaptic potential	PICK1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	PPP1R1B	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	PPP1R9B	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	RAPSN	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	SHANK2	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	SHANK3	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	SLC12A5	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	SYP	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	TRPA1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	TRPC1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	TRPC3	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	TRPC6	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	TRPV1	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	TRPV4	Electric transmission
2	MBCO:0000055	Control of postsynaptic potential	UTRN	Electric transmission
3	MBCO:0000255	Copper transmembrane transport	ATP7A	Transmembrane water and ion transport not involved in membrane potential generatation
3	MBCO:0000255	Copper transmembrane transport	ATP7B	Transmembrane water and ion transport not involved in membrane potential generatation
3	MBCO:0000255	Copper transmembrane transport	HEPH	Transmembrane water and ion transport not involved in membrane potential generatation
3	MBCO:0000255	Copper transmembrane transport	SLC31A1	Transmembrane water and ion transport not involved in membrane potential generatation
2	MBCO:0000056	Cortical cytoskeleton dynamics	ANXA2	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	CTTN	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	DAG1	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	DMD	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	EZR	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	MSN	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	NF2	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	RDX	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	SLC9A3R1	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	TLN1	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	TLN2	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	UTRN	Cytoskeleton dynamics
2	MBCO:0000056	Cortical cytoskeleton dynamics	VCL	Cytoskeleton dynamics
3	MBCO:0000256	Corticotropin-releasing hormone receptor signaling	CRH	Signaling pathways regulating steroid and sex hormone synthesis
3	MBCO:0000256	Corticotropin-releasing hormone receptor signaling	CRHR1	Signaling pathways regulating steroid and sex hormone synthesis
3	MBCO:0000256	Corticotropin-releasing hormone receptor signaling	CRHR2	Signaling pathways regulating steroid and sex hormone synthesis
3	MBCO:0000256	Corticotropin-releasing hormone receptor signaling	UCN2	Signaling pathways regulating steroid and sex hormone synthesis
3	MBCO:0000257	Co-translational translocation membrane protein insertion and import	SEC61A1	Endoplasmic reticulum membrane protein insertion and import
3	MBCO:0000258	C-type lectin receptor signaling	BCL10	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	CARD9	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	CD69	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	CLEC4B1	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	CLEC4D	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	CLEC4E	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	CLEC7A	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	KLRK1	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	MALT1	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	PDPN	Pattern recognition signaling
3	MBCO:0000258	C-type lectin receptor signaling	SYK	Pattern recognition signaling
4	MBCO:0000698	C-type natriuretic peptide receptor signaling	NPPC	Natriuretic peptide receptor signaling
4	MBCO:0000698	C-type natriuretic peptide receptor signaling	NPR2	Natriuretic peptide receptor signaling
4	MBCO:0000698	C-type natriuretic peptide receptor signaling	NPR3	Natriuretic peptide receptor signaling
2	MBCO:0000057	Cytokinesis	ANLN	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	ARF6	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	AURKB	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	BIRC5	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	CD2AP	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	CDC42	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	CDCA8	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	CDK1	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	CEP55	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	CHMP1B	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	CHMP2A	Cell cycle and cell division
2	MBCO:0000057	Cytokinesis	CHMP3	Cell cycle and cell division
